Geography,Geographic area,Geographic area,Total population
Alabama,"Alabama - Safford CCD, Dallas County","Safford CCD, Dallas County",557
Alabama,"Alabama - Salem CCD, Limestone County","Salem CCD, Limestone County",3583
Alabama,"Alabama - Samantha CCD, Tuscaloosa County","Samantha CCD, Tuscaloosa County",5182
Alabama,"Alabama - Samson CCD, Geneva County","Samson CCD, Geneva County",5098
Alabama,"Alabama - Sardis CCD, Dallas County","Sardis CCD, Dallas County",1345
Alabama,"Alabama - Sawyerville CCD, Hale County","Sawyerville CCD, Hale County",2093
Alabama,"Alabama - Scottsboro CCD, Jackson County","Scottsboro CCD, Jackson County",19895
Alabama,"Alabama - Section CCD, Jackson County","Section CCD, Jackson County",7095
Alabama,"Alabama - Selma CCD, Dallas County","Selma CCD, Dallas County",32439
Alabama,"Alabama - Selmont-Tyler CCD, Dallas County","Selmont-Tyler CCD, Dallas County",5958
Alabama,"Alabama - Semmes CCD, Mobile County","Semmes CCD, Mobile County",22869
Alabama,"Alabama - Shorter-Hardaway CCD, Macon County","Shorter-Hardaway CCD, Macon County",2309
Alabama,"Alabama - Shorterville CCD, Henry County","Shorterville CCD, Henry County",3093
Alabama,"Alabama - Shreve CCD, Conecuh County","Shreve CCD, Conecuh County",676
Alabama,"Alabama - Silas CCD, Choctaw County","Silas CCD, Choctaw County",2373
Alabama,"Alabama - Simcoe CCD, Cullman County","Simcoe CCD, Cullman County",7373
Alabama,"Alabama - Sipsey CCD, Walker County","Sipsey CCD, Walker County",5613
Alabama,"Alabama - Slocomb CCD, Geneva County","Slocomb CCD, Geneva County",8050
Alabama,"Alabama - Smiths Station CCD, Lee County","Smiths Station CCD, Lee County",35058
Alabama,"Alabama - Somerville CCD, Morgan County","Somerville CCD, Morgan County",10369
Alabama,"Alabama - Speake-Oakville CCD, Lawrence County","Speake-Oakville CCD, Lawrence County",2124
Alabama,"Alabama - Spring Garden CCD, Cherokee County","Spring Garden CCD, Cherokee County",4972
Alabama,"Alabama - Springville CCD, St. Clair County","Springville CCD, St. Clair County",20727
Alabama,"Alabama - Sprott CCD, Perry County","Sprott CCD, Perry County",1055
Alabama,"Alabama - Stevenson CCD, Jackson County","Stevenson CCD, Jackson County",5897
Alabama,"Alabama - Stewart-Akron CCD, Hale County","Stewart-Akron CCD, Hale County",1582
Alabama,"Alabama - Stockton CCD, Baldwin County","Stockton CCD, Baldwin County",3804
Alabama,"Alabama - Sulligent CCD, Lamar County","Sulligent CCD, Lamar County",4689
Alabama,"Alabama - Summerdale CCD, Baldwin County","Summerdale CCD, Baldwin County",4305
Alabama,"Alabama - Sweet Water CCD, Marengo County","Sweet Water CCD, Marengo County",2088
Alabama,"Alabama - Sycamore-Winterboro CCD, Talladega County","Sycamore-Winterboro CCD, Talladega County",4742
Alabama,"Alabama - Sylacauga CCD, Talladega County","Sylacauga CCD, Talladega County",22123
Alabama,"Alabama - Talladega CCD, Talladega County","Talladega CCD, Talladega County",25488
Alabama,"Alabama - Tallassee CCD, Elmore County","Tallassee CCD, Elmore County",7712
Alabama,"Alabama - Tallassee CCD, Tallapoosa County","Tallassee CCD, Tallapoosa County",6166
Alabama,"Alabama - Tanner Williams CCD, Mobile County","Tanner Williams CCD, Mobile County",71460
Alabama,"Alabama - Theodore CCD, Mobile County","Theodore CCD, Mobile County",23380
Alabama,"Alabama - Thomaston CCD, Marengo County","Thomaston CCD, Marengo County",1368
Alabama,"Alabama - Thomasville CCD, Clarke County","Thomasville CCD, Clarke County",6513
Alabama,"Alabama - Titus CCD, Elmore County","Titus CCD, Elmore County",4757
Alabama,"Alabama - Town Creek CCD, Marshall County","Town Creek CCD, Marshall County",2662
Alabama,"Alabama - Town Creek-Courtland CCD, Lawrence County","Town Creek-Courtland CCD, Lawrence County",4655
Alabama,"Alabama - Townley CCD, Walker County","Townley CCD, Walker County",3445
Alabama,"Alabama - Triana CCD, Madison County","Triana CCD, Madison County",8316
Alabama,"Alabama - Tri-Cities CCD, Colbert County","Tri-Cities CCD, Colbert County",33934
Alabama,"Alabama - Troy CCD, Pike County","Troy CCD, Pike County",20070
Alabama,"Alabama - Trussville CCD, Jefferson County","Trussville CCD, Jefferson County",19104
Alabama,"Alabama - Turkeytown CCD, Etowah County","Turkeytown CCD, Etowah County",3769
Alabama,"Alabama - Tuscaloosa CCD, Tuscaloosa County","Tuscaloosa CCD, Tuscaloosa County",116662
Alabama,"Alabama - Tuskegee CCD, Macon County","Tuskegee CCD, Macon County",12834
Alabama,"Alabama - Union Grove CCD, Marshall County","Union Grove CCD, Marshall County",6430
Alabama,"Alabama - Union Springs CCD, Bullock County","Union Springs CCD, Bullock County",7102
Alabama,"Alabama - Uniontown CCD, Perry County","Uniontown CCD, Perry County",3508
Alabama,"Alabama - Uriah CCD, Monroe County","Uriah CCD, Monroe County",1814
Alabama,"Alabama - Valley CCD, Chambers County","Valley CCD, Chambers County",13966
Alabama,"Alabama - Valley Head-Mentone CCD, DeKalb County","Valley Head-Mentone CCD, DeKalb County",4304
Alabama,"Alabama - Verbena CCD, Chilton County","Verbena CCD, Chilton County",5101
Alabama,"Alabama - Vernon CCD, Lamar County","Vernon CCD, Lamar County",5713
Alabama,"Alabama - Victoria CCD, Coffee County","Victoria CCD, Coffee County",1841
Alabama,"Alabama - Vina CCD, Franklin County","Vina CCD, Franklin County",1795
Alabama,"Alabama - Vincent CCD, Shelby County","Vincent CCD, Shelby County",5165
Alabama,"Alabama - Vinemont CCD, Cullman County","Vinemont CCD, Cullman County",9113
Alabama,"Alabama - Vredenburgh CCD, Monroe County","Vredenburgh CCD, Monroe County",1867
Alabama,"Alabama - Wadley CCD, Randolph County","Wadley CCD, Randolph County",2112
Alabama,"Alabama - Wagarville CCD, Washington County","Wagarville CCD, Washington County",3353
Alabama,"Alabama - Walker Springs CCD, Clarke County","Walker Springs CCD, Clarke County",3020
Alabama,"Alabama - Warrior CCD, Jefferson County","Warrior CCD, Jefferson County",6581
Alabama,"Alabama - Warriorstand-Creek Stand CCD, Macon County","Warriorstand-Creek Stand CCD, Macon County",1024
Alabama,"Alabama - Waterloo CCD, Lauderdale County","Waterloo CCD, Lauderdale County",2353
Alabama,"Alabama - Waverly CCD, Chambers County","Waverly CCD, Chambers County",1242
Alabama,"Alabama - Wedowee CCD, Randolph County","Wedowee CCD, Randolph County",4266
Alabama,"Alabama - Welti CCD, Cullman County","Welti CCD, Cullman County",2309
Alabama,"Alabama - Weogufka-Marble Valley CCD, Coosa County","Weogufka-Marble Valley CCD, Coosa County",3927
Alabama,"Alabama - West Blocton CCD, Bibb County","West Blocton CCD, Bibb County",8757
Alabama,"Alabama - West Jefferson CCD, Jefferson County","West Jefferson CCD, Jefferson County",4160
Alabama,"Alabama - Wetumpka CCD, Elmore County","Wetumpka CCD, Elmore County",23124
Alabama,"Alabama - Wills Valley CCD, Etowah County","Wills Valley CCD, Etowah County",1721
Alabama,"Alabama - Wilsonville CCD, Shelby County","Wilsonville CCD, Shelby County",4006
Alabama,"Alabama - Windham Springs CCD, Tuscaloosa County","Windham Springs CCD, Tuscaloosa County",3083
Alabama,"Alabama - Winfield CCD, Marion County","Winfield CCD, Marion County",5614
Alabama,"Alabama - Winfield-Glen Allen CCD, Fayette County","Winfield-Glen Allen CCD, Fayette County",3669
Alabama,"Alabama - Woodland CCD, Randolph County","Woodland CCD, Randolph County",3251
Alabama,"Alabama - York CCD, Sumter County","York CCD, Sumter County",4447
Alaska,Alaska,Alaska,710231(r38823)
Alaska,"Alaska - Aleutians East census subarea, Aleutians East Borough","Aleutians East census subarea, Aleutians East Borough",3141
Alaska,"Alaska - Aleutians West census subarea, Aleutians West Census Area","Aleutians West census subarea, Aleutians West Census Area",5561
Alaska,"Alaska - Anchorage census subarea, Anchorage Municipality","Anchorage census subarea, Anchorage Municipality",291826
Alaska,"Alaska - Aniak census subarea, Bethel Census Area","Aniak census subarea, Bethel Census Area",1450
Alaska,"Alaska - Bristol Bay census subarea, Bristol Bay Borough","Bristol Bay census subarea, Bristol Bay Borough",997
Alaska,"Alaska - Chugach census subarea, Valdez-Cordova Census Area","Chugach census subarea, Valdez-Cordova Census Area",6684
Alaska,"Alaska - Copper River census subarea, Valdez-Cordova Census Area","Copper River census subarea, Valdez-Cordova Census Area",2952
Alaska,"Alaska - Denali census subarea, Denali Borough","Denali census subarea, Denali Borough",1826
Alaska,"Alaska - Dillingham census subarea, Dillingham Census Area","Dillingham census subarea, Dillingham Census Area",4847
Alaska,"Alaska - Fairbanks North Star census subarea, Fairbanks North Star Borough","Fairbanks North Star census subarea, Fairbanks North Star Borough",97581
Alaska,"Alaska - Haines census subarea, Haines Borough","Haines census subarea, Haines Borough",2508
Alaska,"Alaska - Hoonah-Angoon census subarea, Hoonah-Angoon Census Area","Hoonah-Angoon census subarea, Hoonah-Angoon Census Area",2055
Alaska,"Alaska - Hyder census subarea, Prince of Wales-Hyder Census Area","Hyder census subarea, Prince of Wales-Hyder Census Area",87
Alaska,"Alaska - Juneau census subarea, Juneau City and Borough","Juneau census subarea, Juneau City and Borough",31275
Alaska,"Alaska - Kenai-Cook Inlet census subarea, Kenai Peninsula Borough","Kenai-Cook Inlet census subarea, Kenai Peninsula Borough",49733
Alaska,"Alaska - Ketchikan census subarea, Ketchikan Gateway Borough","Ketchikan census subarea, Ketchikan Gateway Borough",13477
Alaska,"Alaska - Klukwan census subarea, Hoonah-Angoon Census Area","Klukwan census subarea, Hoonah-Angoon Census Area",95
Alaska,"Alaska - Kodiak Island census subarea, Kodiak Island Borough","Kodiak Island census subarea, Kodiak Island Borough",13592
Alaska,"Alaska - Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area","Koyukuk-Middle Yukon census subarea, Yukon-Koyukuk Census Area",3219
Alaska,"Alaska - Lake and Peninsula census subarea, Lake and Peninsula Borough","Lake and Peninsula census subarea, Lake and Peninsula Borough",1631(r38839)
Alaska,"Alaska - Lower Kuskokwim census subarea, Bethel Census Area","Lower Kuskokwim census subarea, Bethel Census Area",15563
Alaska,"Alaska - McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area","McGrath-Holy Cross census subarea, Yukon-Koyukuk Census Area",1058
Alaska,"Alaska - Matanuska-Susitna census subarea, Matanuska-Susitna Borough","Matanuska-Susitna census subarea, Matanuska-Susitna Borough",88995
Alaska,"Alaska - Metlakatla Indian Community census subarea, Prince of Wales-Hyder Census Area","Metlakatla Indian Community census subarea, Prince of Wales-Hyder Census Area",1460
Alaska,"Alaska - Nome census subarea, Nome Census Area","Nome census subarea, Nome Census Area",9492
Alaska,"Alaska - North Slope census subarea, North Slope Borough","North Slope census subarea, North Slope Borough",9430
Alaska,"Alaska - Northwest Arctic census subarea, Northwest Arctic Borough","Northwest Arctic census subarea, Northwest Arctic Borough",7523
Alaska,"Alaska - Petersburg census subarea, Petersburg Census Area","Petersburg census subarea, Petersburg Census Area",3815
Alaska,"Alaska - Prince of Wales census subarea, Prince of Wales-Hyder Census Area","Prince of Wales census subarea, Prince of Wales-Hyder Census Area",4012
Alaska,"Alaska - Seward-Hope census subarea, Kenai Peninsula Borough","Seward-Hope census subarea, Kenai Peninsula Borough",5667
Alaska,"Alaska - Sitka census subarea, Sitka City and Borough","Sitka census subarea, Sitka City and Borough",8881
Alaska,"Alaska - Skagway census subarea, Skagway Municipality","Skagway census subarea, Skagway Municipality",968
Alaska,"Alaska - Southeast Fairbanks census subarea, Southeast Fairbanks Census Area","Southeast Fairbanks census subarea, Southeast Fairbanks Census Area",7029
Alaska,"Alaska - Wade Hampton census subarea, Wade Hampton Census Area","Wade Hampton census subarea, Wade Hampton Census Area",7459
Alaska,"Alaska - Wrangell census subarea, Wrangell City and Borough","Wrangell census subarea, Wrangell City and Borough",2369
Alaska,"Alaska - Yakutat census subarea, Yakutat City and Borough","Yakutat census subarea, Yakutat City and Borough",662
Alaska,"Alaska - Yukon Flats census subarea, Yukon-Koyukuk Census Area","Yukon Flats census subarea, Yukon-Koyukuk Census Area",1311
Arizona,Arizona,Arizona,6392017
Arizona,"Arizona - Ajo CCD, Pima County","Ajo CCD, Pima County",3523
Arizona,"Arizona - Arivaca CCD, Pima County","Arivaca CCD, Pima County",81534
Arizona,"Arizona - Ash Fork CCD, Yavapai County","Ash Fork CCD, Yavapai County",2349
Arizona,"Arizona - Benson CCD, Cochise County","Benson CCD, Cochise County",12520
Arizona,"Arizona - Bisbee CCD, Cochise County","Bisbee CCD, Cochise County",29838
Arizona,"Arizona - Bonita-Klondyke CCD, Graham County","Bonita-Klondyke CCD, Graham County",3153
Arizona,"Arizona - Bowie CCD, Cochise County","Bowie CCD, Cochise County",1971
Arizona,"Arizona - Buckeye CCD, Maricopa County","Buckeye CCD, Maricopa County",62196
Arizona,"Arizona - Bullhead City CCD, Mohave County","Bullhead City CCD, Mohave County",65938
Arizona,"Arizona - Camp Verde-Sedona CCD, Yavapai County","Camp Verde-Sedona CCD, Yavapai County",36611
Arizona,"Arizona - Casa Grande CCD, Pinal County","Casa Grande CCD, Pinal County",57701
Arizona,"Arizona - Chandler CCD, Maricopa County","Chandler CCD, Maricopa County",388838(r38868)
Arizona,"Arizona - Chinle CCD, Apache County","Chinle CCD, Apache County",20896
Arizona,"Arizona - Clifton CCD, Greenlee County","Clifton CCD, Greenlee County",5849
Arizona,"Arizona - Congress CCD, Yavapai County","Congress CCD, Yavapai County",9623
Arizona,"Arizona - Coolidge CCD, Pinal County","Coolidge CCD, Pinal County",16225
Arizona,"Arizona - Cordes Lakes-Mayer CCD, Yavapai County","Cordes Lakes-Mayer CCD, Yavapai County",6550
Arizona,"Arizona - Deer Valley CCD, Maricopa County","Deer Valley CCD, Maricopa County",258464
Arizona,"Arizona - Dennehotso CCD, Apache County","Dennehotso CCD, Apache County",1578
Arizona,"Arizona - Douglas CCD, Cochise County","Douglas CCD, Cochise County",19772
Arizona,"Arizona - Duncan CCD, Greenlee County","Duncan CCD, Greenlee County",2588
Arizona,"Arizona - Eagar-Springerville CCD, Apache County","Eagar-Springerville CCD, Apache County",8802
Arizona,"Arizona - Elfrida CCD, Cochise County","Elfrida CCD, Cochise County",5651
Arizona,"Arizona - Eloy CCD, Pinal County","Eloy CCD, Pinal County",32559
Arizona,"Arizona - Flagstaff CCD, Coconino County","Flagstaff CCD, Coconino County",89754
Arizona,"Arizona - Florence CCD, Pinal County","Florence CCD, Pinal County",34685
Arizona,"Arizona - Fort Apache CCD, Apache County","Fort Apache CCD, Apache County",555
Arizona,"Arizona - Fort Apache CCD, Gila County","Fort Apache CCD, Gila County",1678
Arizona,"Arizona - Fort Apache CCD, Navajo County","Fort Apache CCD, Navajo County",11176
Arizona,"Arizona - Fort Defiance CCD, Apache County","Fort Defiance CCD, Apache County",23325
Arizona,"Arizona - Gila Bend CCD, Maricopa County","Gila Bend CCD, Maricopa County",22116(r38647)
Arizona,"Arizona - Gila River CCD, Pinal County","Gila River CCD, Pinal County",8771
Arizona,"Arizona - Globe-Miami CCD, Gila County","Globe-Miami CCD, Gila County",18134
Arizona,"Arizona - Havasupai CCD, Coconino County","Havasupai CCD, Coconino County",465
Arizona,"Arizona - Hopi CCD, Coconino County","Hopi CCD, Coconino County",85
Arizona,"Arizona - Hopi CCD, Navajo County","Hopi CCD, Navajo County",6950
Arizona,"Arizona - Hualapai CCD, Coconino County","Hualapai CCD, Coconino County",6
Arizona,"Arizona - Indian Wells CCD, Navajo County","Indian Wells CCD, Navajo County",6926
Arizona,"Arizona - Kaibab Plateau CCD, Coconino County","Kaibab Plateau CCD, Coconino County",2037
Arizona,"Arizona - Kayenta CCD, Navajo County","Kayenta CCD, Navajo County",10159
Arizona,"Arizona - Kingman CCD, Mohave County","Kingman CCD, Mohave County",66268
Arizona,"Arizona - Lake Havasu City CCD, Mohave County","Lake Havasu City CCD, Mohave County",57129
Arizona,"Arizona - Marana CCD, Pima County","Marana CCD, Pima County",34429
Arizona,"Arizona - Maricopa-Stanfield CCD, Pinal County","Maricopa-Stanfield CCD, Pinal County",52536
Arizona,"Arizona - Mingus Mountain CCD, Yavapai County","Mingus Mountain CCD, Yavapai County",36091
Arizona,"Arizona - Nogales CCD, Santa Cruz County","Nogales CCD, Santa Cruz County",44207
Arizona,"Arizona - North Mohave CCD, Mohave County","North Mohave CCD, Mohave County",10851
Arizona,"Arizona - North Pinal CCD, Pinal County","North Pinal CCD, Pinal County",152330
Arizona,"Arizona - Parker CCD, La Paz County","Parker CCD, La Paz County",20489
Arizona,"Arizona - Patagonia CCD, Santa Cruz County","Patagonia CCD, Santa Cruz County",3213
Arizona,"Arizona - Payson CCD, Gila County","Payson CCD, Gila County",23807
Arizona,"Arizona - Phoenix CCD, Maricopa County","Phoenix CCD, Maricopa County",2972357
Arizona,"Arizona - Pima CCD, Graham County","Pima CCD, Graham County",4294
Arizona,"Arizona - Pinon CCD, Navajo County","Pinon CCD, Navajo County",7265
Arizona,"Arizona - Prescott CCD, Yavapai County","Prescott CCD, Yavapai County",119809
Arizona,"Arizona - Puerco CCD, Apache County","Puerco CCD, Apache County",2499
Arizona,"Arizona - Safford CCD, Graham County","Safford CCD, Graham County",24993
